Model;Run;File;Class;MethodName;Signature;Has_UC_Annotation;UC_Action;UC_References
ChatGPT-o3;9;ChatGPT-o3_run9.json;ServiceRequest;markScheduled;+ markScheduled (time : TimeRange, provider : ServiceProvider);VRAI;set status SCHEDULED;6.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;ServiceRequest;submitRequest;+ submitRequest (requester : UserProfile, details : Map);VRAI;create new service request;6.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;activate;+ activate ();VRAI;activate account;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;createAccount;+ createAccount (profile : UserProfile, credentials : UserCredentials) : UserAccount;VRAI;create new account with UNVERIFIED email;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;deactivate;+ deactivate (reason : String);VRAI;deactivate account (soft);15.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;generateEmailVerificationToken;+ generateEmailVerificationToken () : String;VRAI;generate email-verification token;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;logout;+ logout ();VRAI;terminate current session;16.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;markEmailVerified;+ markEmailVerified (verifiedDate : Date);VRAI;mark email as verified;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserAccount;recordLogin;+ recordLogin (date : Date);VRAI;record successful login timestamp;2.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String;VRAI;create reset token;3.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserCredentials;resetPassword;+ resetPassword (newPassword : String);VRAI;reset password & clear token;3.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserCredentials;updateLastLogin;+ updateLastLogin (date : Date);VRAI;update lastLoginDate;2.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserCredentials;validateCredentials;+ validateCredentials (password : String) : ValidationResult;VRAI;verify password matches;2.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength (password : String) : ValidationResult;VRAI;check password strength;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserProfile;applyChanges;+ applyChanges (updatedData : Map);VRAI;apply changes & stamp lastUpdatedDate;4.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserProfile;markEmailVerified;+ markEmailVerified (date : Date);VRAI;set verified timestamp;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserProfile;validateEmailFormat;+ validateEmailFormat () : ValidationResult;VRAI;validate email syntax;1.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;UserProfile;validateUpdatedData;+ validateUpdatedData () : ValidationResult;VRAI;validate profile updates;4.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;WasteJourney;getByTrackingCode;+ getByTrackingCode (code : String) : WasteJourney;VRAI;retrieve journey by code;10.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;WasteJourney;getCurrentLocation;+ getCurrentLocation () : Address;VRAI;return current location;10.0
ChatGPT-o3;9;ChatGPT-o3_run9.json;WasteJourney;getCurrentStatus;+ getCurrentStatus () : TrackingStatus;VRAI;return journey status;10.0
Claude3.7;1;Claude3.7_run1.json;Address;validateFormat;+ validateFormat () : ValidationResult;FAUX;;
Claude3.7;1;Claude3.7_run1.json;Address;verify;+ verify ();VRAI;mark address as verified;1.0
Claude3.7;1;Claude3.7_run1.json;CollectionPoint;addOperatingHours;+ addOperatingHours (openingHours : OpeningHours);VRAI;add operating hours to collection point;19.0
Claude3.7;1;Claude3.7_run1.json;CollectionPoint;createCollectionPoint;+ createCollectionPoint (name : String, type : PointType, position : Coordinates) : CollectionPoint;VRAI;create new collection point;19.0
Claude3.7;1;Claude3.7_run1.json;CollectionPoint;findNearbyPoints;+ findNearbyPoints (location : Coordinates, maxDistance : Float) : CollectionPoint[];VRAI;find collection points near location;21.0
Claude3.7;1;Claude3.7_run1.json;CollectionPoint;isOpenNow;+ isOpenNow () : Boolean;VRAI;check if collection point is currently open;21.0
Claude3.7;1;Claude3.7_run1.json;CollectionPoint;validateCollectionPoint;+ validateCollectionPoint () : ValidationResult;VRAI;validate collection point details;19.0
Claude3.7;1;Claude3.7_run1.json;CollectionRequest;createCollectionRequest;+ createCollectionRequest (location : Address, vehicleType : VehicleType) : CollectionRequest;VRAI;create collection-specific request;6.0
Claude3.7;1;Claude3.7_run1.json;Coordinates;calculateDistance;+ calculateDistance (otherCoordinates : Coordinates) : Float;VRAI;measure distance between locations;14.0
Claude3.7;1;Claude3.7_run1.json;NotificationService;notifyAccountDeactivation;+ notifyAccountDeactivation (userProfile : UserProfile);VRAI;notify account deactivation;15.0
Claude3.7;1;Claude3.7_run1.json;NotificationService;notifyNewRequest;+ notifyNewRequest (serviceProvider : ServiceProvider, serviceRequest : ServiceRequest);VRAI;notify service provider of new request;6.0
Claude3.7;1;Claude3.7_run1.json;NotificationService;notifyRequestAccepted;+ notifyRequestAccepted (serviceRequest : ServiceRequest);FAUX;;
Claude3.7;1;Claude3.7_run1.json;NotificationService;sendEmailVerification;+ sendEmailVerification (userProfile : UserProfile);VRAI;send email verification;1.0
Claude3.7;1;Claude3.7_run1.json;NotificationService;sendPasswordResetLink;+ sendPasswordResetLink (userProfile : UserProfile, token : String);VRAI;send password reset email;3.0
Claude3.7;1;Claude3.7_run1.json;NotificationTemplate;formatTemplate;+ formatTemplate (params : Map) : String;FAUX;;
Claude3.7;1;Claude3.7_run1.json;NotificationTemplate;getTemplate;+ getTemplate (notificationType : NotificationType, channel : NotificationChannel) : NotificationTemplate;FAUX;;
Claude3.7;1;Claude3.7_run1.json;OpeningHours;isOpen;+ isOpen (dayOfWeek : DayOfWeek, time : LocalTime) : Boolean;VRAI;check if point is open at specific time;21.0
Claude3.7;1;Claude3.7_run1.json;Product;archiveListing;+ archiveListing ();VRAI;archive product listing;13.0
Claude3.7;1;Claude3.7_run1.json;Product;calculateSustainabilityScore;+ calculateSustainabilityScore () : Float;VRAI;calculate product sustainability score;5.0
Claude3.7;1;Claude3.7_run1.json;Product;createListing;+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : Product;VRAI;create new product listing;5.0
Claude3.7;1;Claude3.7_run1.json;Product;publishListing;+ publishListing ();VRAI;publish product listing;5.0
Claude3.7;1;Claude3.7_run1.json;Product;updateListing;+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;update existing product listing;13.0
Claude3.7;1;Claude3.7_run1.json;Product;validateListing;+ validateListing () : ValidationResult;FAUX;;
Claude3.7;1;Claude3.7_run1.json;RoleManager;assignRole;+ assignRole (userAccount : UserAccount, newRole : UserRole) : ValidationResult;VRAI;assign new role to user;20.0
Claude3.7;1;Claude3.7_run1.json;RoleManager;promoteToServiceProvider;+ promoteToServiceProvider (userAccount : UserAccount) : ServiceProvider;VRAI;promote user to service provider;20.0
Claude3.7;1;Claude3.7_run1.json;RoleManager;validateRoleChange;+ validateRoleChange (currentRole : UserRole, newRole : UserRole) : ValidationResult;VRAI;validate role change is allowed;20.0
Claude3.7;1;Claude3.7_run1.json;RoutePlan;addWaypoint;+ addWaypoint (coordinate : Coordinates);VRAI;add waypoint to route plan;9.0
Claude3.7;1;Claude3.7_run1.json;RoutePlan;calculateOptimalRoute;+ calculateOptimalRoute ();VRAI;calculate optimal route between waypoints;9.0
Claude3.7;1;Claude3.7_run1.json;RoutePlan;estimateDistance;+ estimateDistance () : Float;VRAI;estimate total route distance;9.0
Claude3.7;1;Claude3.7_run1.json;SearchFilter;addCategoryFilter;+ addCategoryFilter (category : ProductCategory);VRAI;add category to filter;14.0
Claude3.7;1;Claude3.7_run1.json;SearchFilter;applyFilters;+ applyFilters (products : Product[]) : Product[];VRAI;filter products by search criteria;14.0
Claude3.7;1;Claude3.7_run1.json;SearchFilter;setKeywordFilter;+ setKeywordFilter (keywords : String);VRAI;set keyword filter;14.0
Claude3.7;1;Claude3.7_run1.json;SearchFilter;setLocationFilter;+ setLocationFilter (location : Address, maxDistance : Float);VRAI;set location-based filter;14.0
Claude3.7;1;Claude3.7_run1.json;ServiceProvider;updateServiceProviderProfile;+ updateServiceProviderProfile (companyName : String) : ValidationResult;VRAI;update service provider profile;18.0
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;acceptRequest;+ acceptRequest (provider : ServiceProvider);FAUX;;
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;assignProvider;+ assignProvider (provider : ServiceProvider);FAUX;;
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;cancelRequest;+ cancelRequest (cancelledBy : UserProfile);VRAI;cancel service request;12.0
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;completeRequest;+ completeRequest ();FAUX;;
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;createRequest;+ createRequest (requester : UserProfile) : ServiceRequest;VRAI;create service request;6.0
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;scheduleRequest;+ scheduleRequest (timeSlot : TimeRange);FAUX;;
Claude3.7;1;Claude3.7_run1.json;ServiceRequest;validateRequest;+ validateRequest () : ValidationResult;VRAI;validate request details;6.0
Claude3.7;1;Claude3.7_run1.json;ServiceRequestDetails;addDetails;+ addDetails (key : String, value : Object);VRAI;add request-specific details;6.0
Claude3.7;1;Claude3.7_run1.json;TimeRange;isWithinBusinessHours;+ isWithinBusinessHours () : Boolean;VRAI;verify time range is valid;19.0
Claude3.7;1;Claude3.7_run1.json;TimeRange;overlaps;+ overlaps (otherTimeRange : TimeRange) : Boolean;VRAI;check if time ranges overlap;18.0
Claude3.7;1;Claude3.7_run1.json;TransportRequest;createTransportRequest;+ createTransportRequest (routePlan : RoutePlan) : TransportRequest;VRAI;create transport-specific request;6.0
Claude3.7;1;Claude3.7_run1.json;TransportRequest;validateRoutePlan;+ validateRoutePlan () : ValidationResult;VRAI;validate route plan feasibility;9.0
Claude3.7;1;Claude3.7_run1.json;UserAccount;activateAccount;+ activateAccount ();VRAI;activate user account after email verification;1.0
Claude3.7;1;Claude3.7_run1.json;UserAccount;createAccount;+ createAccount (profile : UserProfile, credentials : UserCredentials) : UserAccount;VRAI;create new user account;1.0
Claude3.7;1;Claude3.7_run1.json;UserAccount;deactivateAccount;+ deactivateAccount (reason : String);VRAI;soft-deactivate user account;15.0
Claude3.7;1;Claude3.7_run1.json;UserAccount;suspendAccount;+ suspendAccount ();VRAI;suspend service provider account;18.0
Claude3.7;1;Claude3.7_run1.json;UserAccount;unlockAccount;+ unlockAccount ();VRAI;unlock a previously locked account;2.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String;VRAI;generate password reset token;3.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;incrementFailedAttempts;+ incrementFailedAttempts ();VRAI;increment number of failed login attempts;2.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;isTokenExpired;+ isTokenExpired () : Boolean;VRAI;check if password reset token is expired;3.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;resetFailedAttempts;+ resetFailedAttempts ();VRAI;reset failed login counter after successful login;2.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;updateLastLoginDate;+ updateLastLoginDate ();VRAI;record login timestamp;2.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;updatePassword;+ updatePassword (newPassword : String) : ValidationResult;VRAI;update user password;3.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;validateCredentials;+ validateCredentials (email : String, password : String) : ValidationResult;VRAI;validate login credentials;2.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;validatePasswordResetToken;+ validatePasswordResetToken (token : String) : Boolean;VRAI;validate reset token validity;3.0
Claude3.7;1;Claude3.7_run1.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength (password : String) : ValidationResult;FAUX;;
Claude3.7;1;Claude3.7_run1.json;UserProfile;updateProfile;+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult;VRAI;update profile information;4.0
Claude3.7;1;Claude3.7_run1.json;UserProfile;validateEmail;+ validateEmail () : ValidationResult;VRAI;validate email format;1.0
Claude3.7;1;Claude3.7_run1.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;mark email as verified;1.0
Claude3.7;1;Claude3.7_run1.json;ValidationResult;addErrorMessage;+ addErrorMessage (message : String);FAUX;;
Claude3.7;1;Claude3.7_run1.json;ValidationResult;isValid;+ isValid () : Boolean;FAUX;;
Claude3.7;1;Claude3.7_run1.json;WasteJourney;addStage;+ addStage (stage : Stage);VRAI;add stage to journey;10.0
Claude3.7;1;Claude3.7_run1.json;WasteJourney;cancelJourney;+ cancelJourney ();VRAI;cancel waste journey;12.0
Claude3.7;1;Claude3.7_run1.json;WasteJourney;completeJourney;+ completeJourney ();VRAI;mark journey as completed;10.0
Claude3.7;1;Claude3.7_run1.json;WasteJourney;createJourney;+ createJourney () : WasteJourney;VRAI;create new waste journey;10.0
Claude3.7;1;Claude3.7_run1.json;WasteJourney;findByTrackingCode;+ findByTrackingCode (trackingCode : String) : WasteJourney;VRAI;find journey by tracking code;10.0
Claude3.7;1;Claude3.7_run1.json;WasteJourney;generateTrackingCode;+ generateTrackingCode () : String;VRAI;generate unique tracking code;10.0
Claude3.7;1;Claude3.7_run1.json;WasteJourney;updateCurrentLocation;+ updateCurrentLocation (location : Address);VRAI;update waste current location;10.0
Claude3.7;10;Claude3.7_run10.json;Address;validate;+ validate () : ValidationResult;VRAI;validate address format and existence;1.0
Claude3.7;10;Claude3.7_run10.json;Address;verify;+ verify ();VRAI;mark address as verified;1.0
Claude3.7;10;Claude3.7_run10.json;CollectionPoint;addOperatingHours;+ addOperatingHours (hours : OpeningHours);VRAI;add operating hours to collection point;19.0
Claude3.7;10;Claude3.7_run10.json;CollectionPoint;calculateDistance;+ calculateDistance (location : Coordinates) : Float;VRAI;calculate distance from user location;21.0
Claude3.7;10;Claude3.7_run10.json;CollectionPoint;isOperatingAt;+ isOperatingAt (day : DayOfWeek, time : LocalTime) : Boolean;VRAI;check if collection point is operating at specific time;21.0
Claude3.7;10;Claude3.7_run10.json;CollectionPoint;updateOperatingHours;+ updateOperatingHours (day : DayOfWeek, timeRange : TimeRange);VRAI;update operating hours for specific day;19.0
Claude3.7;10;Claude3.7_run10.json;CollectionPoint;validate;+ validate () : ValidationResult;VRAI;validate collection point details;19.0
Claude3.7;10;Claude3.7_run10.json;CollectionRequest;assignVehicle;+ assignVehicle (vehicleType : VehicleType);VRAI;assign vehicle type to collection request;8.0
Claude3.7;10;Claude3.7_run10.json;NotificationService;notifyAccountDeactivation;+ notifyAccountDeactivation (account : UserAccount);VRAI;notify user about account deactivation;15.0
Claude3.7;10;Claude3.7_run10.json;NotificationService;notifyRequestAccepted;+ notifyRequestAccepted (request : ServiceRequest);VRAI;notify user about accepted request;8.0
Claude3.7;10;Claude3.7_run10.json;NotificationService;sendNotification;+ sendNotification (recipient : UserProfile, type : NotificationType, data : Object);VRAI;send notification to user;1.0
Claude3.7;10;Claude3.7_run10.json;NotificationService;sendPasswordResetEmail;+ sendPasswordResetEmail (email : String, token : String);VRAI;send password reset email;3.0
Claude3.7;10;Claude3.7_run10.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (email : String, token : String);VRAI;send email verification;1.0
Claude3.7;10;Claude3.7_run10.json;NotificationTemplate;render;+ render (data : Object) : String;VRAI;render notification template with data;1.0
Claude3.7;10;Claude3.7_run10.json;OpeningHours;isAvailableAt;+ isAvailableAt (day : DayOfWeek, time : LocalTime) : Boolean;VRAI;check if service is available at specific day and time;8.0
Claude3.7;10;Claude3.7_run10.json;Product;archive;+ archive ();VRAI;archive product listing;13.0
Claude3.7;10;Claude3.7_run10.json;Product;calculateSustainabilityScore;+ calculateSustainabilityScore () : Float;VRAI;calculate sustainability score based on product attributes;5.0
Claude3.7;10;Claude3.7_run10.json;Product;createListing;+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;create new product listing;5.0
Claude3.7;10;Claude3.7_run10.json;Product;publish;+ publish ();VRAI;publish product listing;5.0
Claude3.7;10;Claude3.7_run10.json;Product;updateListing;+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;update product listing;13.0
Claude3.7;10;Claude3.7_run10.json;Product;validateListing;+ validateListing () : ValidationResult;VRAI;validate product listing details;5.0
Claude3.7;10;Claude3.7_run10.json;RoleManager;assignRole;+ assignRole (account : UserAccount, role : UserRole) : ValidationResult;VRAI;assign role to user account;20.0
Claude3.7;10;Claude3.7_run10.json;RoleManager;validateRoleTransition;+ validateRoleTransition (currentRole : UserRole, newRole : UserRole) : ValidationResult;VRAI;validate if role transition is allowed;20.0
Claude3.7;10;Claude3.7_run10.json;RoutePlan;addWaypoint;+ addWaypoint (point : Coordinates);VRAI;add waypoint to route plan;9.0
Claude3.7;10;Claude3.7_run10.json;RoutePlan;optimizeRoute;+ optimizeRoute ();VRAI;optimize route based on waypoints;9.0
Claude3.7;10;Claude3.7_run10.json;RoutePlan;validate;+ validate () : ValidationResult;VRAI;validate route plan;9.0
Claude3.7;10;Claude3.7_run10.json;SearchFilter;applyFilter;+ applyFilter (products : Product[]) : Product[];VRAI;filter products based on criteria;14.0
Claude3.7;10;Claude3.7_run10.json;SearchFilter;matchesCategories;+ matchesCategories (product : Product) : Boolean;VRAI;check if product matches categories;14.0
Claude3.7;10;Claude3.7_run10.json;SearchFilter;matchesKeywords;+ matchesKeywords (product : Product) : Boolean;VRAI;check if product matches keywords;14.0
Claude3.7;10;Claude3.7_run10.json;SearchFilter;withinDistance;+ withinDistance (product : Product) : Boolean;VRAI;check if product is within specified distance;14.0
Claude3.7;10;Claude3.7_run10.json;ServiceProvider;addServiceArea;+ addServiceArea (area : Address);VRAI;add service area;18.0
